"","ph.kmeans.cluster","gene","cluster_label"
"13886",2,"MMP1","maternal_oocyte_RNA"
"13887",1,"MMP3","ICM_RNA"
"13888",1,"DCUN1D5","ICM_RNA"
"13889",6,"CASP4","eight_cell_RNA"
"13890",4,"PDGFD","hESC_RNA"
"13891",2,"DDI1","maternal_oocyte_RNA"
"13892",1,"CASP12","ICM_RNA"
"13893",1,"DYNC2H1","ICM_RNA"
"13894",1,"CASP1","ICM_RNA"
"13895",6,"CASP5","eight_cell_RNA"
"13896",2,"CARD16","maternal_oocyte_RNA"
"13897",1,"CARD18","ICM_RNA"
"13898",2,"CARD17","maternal_oocyte_RNA"
"13899",4,"GRIA4","hESC_RNA"
"13900",6,"LOC101928535","eight_cell_RNA"
"13901",4,"MSANTD4","hESC_RNA"
"13902",6,"KBTBD3","eight_cell_RNA"
"13903",4,"AASDHPPT","hESC_RNA"
"13904",1,"GUCY1A2","ICM_RNA"
"13905",5,"ALKBH8","four_cell_RNA"
"13906",3,"CWF19L2","maternal_1C_2C_RNA"
"13907",4,"RAB39A","hESC_RNA"
"13908",5,"SLC35F2","four_cell_RNA"
"13909",1,"ELMOD1","ICM_RNA"
"13910",1,"SLN","ICM_RNA"
"13911",1,"CUL5","ICM_RNA"
"13912",6,"ACAT1","eight_cell_RNA"
"13913",4,"POGLUT3","hESC_RNA"
"13914",2,"EXPH5","maternal_oocyte_RNA"
"13915",6,"NPAT","eight_cell_RNA"
"13916",3,"C11orf87","maternal_1C_2C_RNA"
"13917",3,"ATM","maternal_1C_2C_RNA"
"13918",6,"C11orf65","eight_cell_RNA"
"13919",5,"DDX10","four_cell_RNA"
"13920",1,"ZC3H12C","ICM_RNA"
"13921",2,"FDX1","maternal_oocyte_RNA"
"13922",1,"LOC105369486","ICM_RNA"
"13923",1,"C11orf53","ICM_RNA"
"13924",3,"RDX","maternal_1C_2C_RNA"
"13925",3,"ARHGAP20","maternal_1C_2C_RNA"
"13926",1,"POU2AF1","ICM_RNA"
"13927",2,"COLCA1","maternal_oocyte_RNA"
"13928",4,"COLCA2","hESC_RNA"
"13929",3,"C11orf88","maternal_1C_2C_RNA"
"13930",4,"LAYN","hESC_RNA"
"13931",1,"BTG4","ICM_RNA"
"13932",5,"MIR34B","four_cell_RNA"
"13933",4,"DIXDC1","hESC_RNA"
"13934",3,"SIK2","maternal_1C_2C_RNA"
"13935",4,"PPP2R1B","hESC_RNA"
"13936",3,"FDXACB1","maternal_1C_2C_RNA"
"13937",4,"C11orf1","hESC_RNA"
"13938",2,"DLAT","maternal_oocyte_RNA"
"13939",5,"PIH1D2","four_cell_RNA"
"13940",4,"IL18","hESC_RNA"
"13941",3,"CRYAB","maternal_1C_2C_RNA"
"13942",4,"HSPB2","hESC_RNA"
"13943",1,"HSPB2-C11orf52","ICM_RNA"
"13944",2,"C11orf52","maternal_oocyte_RNA"
"13945",4,"SDHD","hESC_RNA"
"13946",4,"TEX12","hESC_RNA"
"13947",5,"BCO2","four_cell_RNA"
"13948",2,"PTS","maternal_oocyte_RNA"
"13949",1,"LOC283140","ICM_RNA"
"13950",2,"PLET1","maternal_oocyte_RNA"
"13951",2,"LOC100132686","maternal_oocyte_RNA"
"13952",6,"NKAPD1","eight_cell_RNA"
"13953",4,"TIMM8B","hESC_RNA"
"13954",3,"LOC101928823","maternal_1C_2C_RNA"
"13955",3,"LOC387810","maternal_1C_2C_RNA"
"13956",2,"ANKK1","maternal_oocyte_RNA"
"13957",5,"NCAM1-AS1","four_cell_RNA"
"13958",4,"NCAM1","hESC_RNA"
"13959",3,"TMPRSS5","maternal_1C_2C_RNA"
"13960",4,"ZW10","hESC_RNA"
"13961",4,"DRD2","hESC_RNA"
"13962",6,"TTC12","eight_cell_RNA"
"13963",2,"CLDN25","maternal_oocyte_RNA"
"13964",6,"ALG9","eight_cell_RNA"
"13965",2,"NNMT","maternal_oocyte_RNA"
"13966",5,"LOC101928940","four_cell_RNA"
"13967",2,"HTR3B","maternal_oocyte_RNA"
"13968",3,"ZBTB16","maternal_1C_2C_RNA"
"13969",4,"HTR3A","hESC_RNA"
"13970",3,"C11orf71","maternal_1C_2C_RNA"
"13971",5,"RBM7","four_cell_RNA"
"13972",2,"NXPE2","maternal_oocyte_RNA"
"13973",2,"LOC101928985","maternal_oocyte_RNA"
"13974",1,"LINC00900","ICM_RNA"
"13975",2,"NXPE1","maternal_oocyte_RNA"
"13976",2,"NXPE4","maternal_oocyte_RNA"
"13977",1,"REXO2","ICM_RNA"
"13978",1,"BUD13","ICM_RNA"
"13979",2,"APOA4","maternal_oocyte_RNA"
"13980",2,"ZPR1","maternal_oocyte_RNA"
"13981",2,"APOC3","maternal_oocyte_RNA"
"13982",6,"CADM1","eight_cell_RNA"
"13983",4,"APOA5","hESC_RNA"
"13984",1,"CEP164","ICM_RNA"
"13985",6,"DSCAML1","eight_cell_RNA"
"13986",2,"APOA1","maternal_oocyte_RNA"
"13987",3,"APOA1-AS","maternal_1C_2C_RNA"
"13988",2,"SIK3","maternal_oocyte_RNA"
"13989",5,"PAFAH1B2","four_cell_RNA"
"13990",2,"TMPRSS13","maternal_oocyte_RNA"
"13991",3,"SIDT2","maternal_1C_2C_RNA"
"13992",4,"LOC100652768","hESC_RNA"
"13993",4,"TAGLN","hESC_RNA"
"13994",2,"PCSK7","maternal_oocyte_RNA"
"13995",4,"RNF214","hESC_RNA"
"13996",2,"BACE1","maternal_oocyte_RNA"
"13997",6,"FXYD2","eight_cell_RNA"
"13998",4,"FXYD6-FXYD2","hESC_RNA"
"13999",4,"FXYD6","hESC_RNA"
"14000",3,"IL10RA","maternal_1C_2C_RNA"
"14001",4,"SCN4B","hESC_RNA"
"14002",2,"SCN2B","maternal_oocyte_RNA"
"14003",2,"JAML","maternal_oocyte_RNA"
"14004",2,"SMIM35","maternal_oocyte_RNA"
"14005",2,"TMPRSS4","maternal_oocyte_RNA"
"14006",6,"MPZL3","eight_cell_RNA"
"14007",3,"CD3E","maternal_1C_2C_RNA"
"14008",5,"MPZL2","four_cell_RNA"
"14009",6,"CD3G","eight_cell_RNA"
"14010",6,"CD3D","eight_cell_RNA"
"14011",5,"TREH","four_cell_RNA"
"14012",5,"UBE4A","four_cell_RNA"
"14013",2,"ATP5MG","maternal_oocyte_RNA"
"14014",2,"UPK2","maternal_oocyte_RNA"
"14015",4,"DDX6","hESC_RNA"
"14016",6,"ARCN1","eight_cell_RNA"
"14017",2,"CXCR5","maternal_oocyte_RNA"
"14018",4,"BCL9L","hESC_RNA"
"14019",4,"PHLDB1","hESC_RNA"
"14020",5,"FOXR1","four_cell_RNA"
"14021",2,"USP28","maternal_oocyte_RNA"
"14022",2,"SLC37A4","maternal_oocyte_RNA"
"14023",4,"TRAPPC4","hESC_RNA"
"14024",4,"KMT2A","hESC_RNA"
"14025",6,"TTC36","eight_cell_RNA"
"14026",6,"TMEM25","eight_cell_RNA"
"14027",1,"LOC101929089","ICM_RNA"
"14028",3,"IFT46","maternal_1C_2C_RNA"
"14029",4,"CCDC84","hESC_RNA"
"14030",5,"RPS25","four_cell_RNA"
"14031",5,"RPL23AP64","four_cell_RNA"
"14032",4,"HMBS","hESC_RNA"
"14033",3,"C2CD2L","maternal_1C_2C_RNA"
"14034",4,"DPAGT1","hESC_RNA"
"14035",5,"H2AFX","four_cell_RNA"
"14036",6,"VPS11","eight_cell_RNA"
"14037",3,"ABCG4","maternal_1C_2C_RNA"
"14038",4,"NLRX1","hESC_RNA"
"14039",1,"PDZD3","ICM_RNA"
"14040",2,"HYOU1","maternal_oocyte_RNA"
"14041",2,"CBL","maternal_oocyte_RNA"
"14042",4,"HINFP","hESC_RNA"
"14043",4,"CCDC153","hESC_RNA"
"14044",4,"RNF26","hESC_RNA"
"14045",3,"USP2","maternal_1C_2C_RNA"
"14046",6,"LOC102724301","eight_cell_RNA"
"14047",4,"C1QTNF5","hESC_RNA"
"14048",4,"MFRP","hESC_RNA"
"14049",5,"TRIM29","four_cell_RNA"
"14050",4,"NECTIN1","hESC_RNA"
"14051",6,"LOC107984399","eight_cell_RNA"
"14052",6,"MCAM","eight_cell_RNA"
"14053",6,"USP2-AS1","eight_cell_RNA"
"14054",4,"THY1","hESC_RNA"
"14055",1,"OAF","ICM_RNA"
"14056",4,"TMEM136","hESC_RNA"
"14057",3,"ARHGEF12","maternal_1C_2C_RNA"
"14058",4,"POU2F3","hESC_RNA"
"14059",3,"LOC649133","maternal_1C_2C_RNA"
"14060",1,"TBCEL","ICM_RNA"
"14061",1,"TECTA","ICM_RNA"
"14062",4,"SORL1","hESC_RNA"
"14063",4,"SC5D","hESC_RNA"
"14064",2,"UBASH3B","maternal_oocyte_RNA"
"14065",3,"CRTAM","maternal_1C_2C_RNA"
"14066",1,"JHY","ICM_RNA"
"14067",6,"GRIK4","eight_cell_RNA"
"14068",4,"LOC101929208","hESC_RNA"
"14069",4,"LOC341056","hESC_RNA"
"14070",6,"OR6X1","eight_cell_RNA"
"14071",3,"SCN3B","maternal_1C_2C_RNA"
"14072",3,"ZNF202","maternal_1C_2C_RNA"
"14073",4,"CLMP","hESC_RNA"
"14074",2,"TMEM225","maternal_oocyte_RNA"
"14075",3,"OR4D5","maternal_1C_2C_RNA"
"14076",6,"OR6T1","eight_cell_RNA"
"14077",4,"OR8D4","hESC_RNA"
"14078",5,"GRAMD1B","four_cell_RNA"
"14079",2,"OR10S1","maternal_oocyte_RNA"
"14080",2,"OR10G6","maternal_oocyte_RNA"
"14081",2,"OR10G4","maternal_oocyte_RNA"
"14082",2,"OR10G7","maternal_oocyte_RNA"
"14083",2,"OR10G9","maternal_oocyte_RNA"
"14084",2,"OR10G8","maternal_oocyte_RNA"
"14085",1,"OR10D3","ICM_RNA"
"14086",4,"HSPA8","hESC_RNA"
"14087",2,"SNORD14E","maternal_oocyte_RNA"
"14088",6,"SNORD14D","eight_cell_RNA"
"14089",1,"SNORD14C","ICM_RNA"
"14090",2,"OR8D2","maternal_oocyte_RNA"
"14091",2,"OR8G2P","maternal_oocyte_RNA"
"14092",2,"OR8B2","maternal_oocyte_RNA"
"14093",2,"OR8D1","maternal_oocyte_RNA"
"14094",6,"VWA5A","eight_cell_RNA"
"14095",2,"OR8B3","maternal_oocyte_RNA"
"14096",1,"OR8G1","ICM_RNA"
"14097",1,"OR8G5","ICM_RNA"
"14098",2,"OR8B12","maternal_oocyte_RNA"
"14099",4,"PANX3","hESC_RNA"
"14100",2,"OR8A1","maternal_oocyte_RNA"
"14101",2,"NRGN","maternal_oocyte_RNA"
"14102",5,"LOC100507283","four_cell_RNA"
"14103",1,"ROBO3","ICM_RNA"
"14104",5,"TBRG1","four_cell_RNA"
"14105",1,"SPA17","ICM_RNA"
"14106",2,"SIAE","maternal_oocyte_RNA"
"14107",5,"MSANTD2","four_cell_RNA"
"14108",3,"ROBO4","maternal_1C_2C_RNA"
"14109",2,"ESAM","maternal_oocyte_RNA"
"14110",1,"LOC101929340","ICM_RNA"
"14111",1,"CCDC15","ICM_RNA"
"14112",1,"HEPACAM","ICM_RNA"
"14113",2,"HEPN1","maternal_oocyte_RNA"
"14114",5,"SLC37A2","four_cell_RNA"
"14115",3,"PKNOX2","maternal_1C_2C_RNA"
"14116",3,"FEZ1","maternal_1C_2C_RNA"
"14117",4,"LOC403312","hESC_RNA"
"14118",3,"STT3A","maternal_1C_2C_RNA"
"14119",1,"TMEM218","ICM_RNA"
"14120",6,"EI24","eight_cell_RNA"
"14121",4,"STT3A-AS1","hESC_RNA"
"14122",4,"DDX25","hESC_RNA"
"14123",2,"PATE2","maternal_oocyte_RNA"
"14124",5,"VSIG10L2","four_cell_RNA"
"14125",1,"HYLS1","ICM_RNA"
"14126",5,"PUS3","four_cell_RNA"
"14127",3,"CDON","maternal_1C_2C_RNA"
"14128",3,"RPUSD4","maternal_1C_2C_RNA"
"14129",4,"FOXRED1","hESC_RNA"
"14130",3,"TIRAP","maternal_1C_2C_RNA"
"14131",1,"CHEK1","ICM_RNA"
"14132",6,"ACRV1","eight_cell_RNA"
"14133",4,"DCPS","hESC_RNA"
"14134",6,"GSEC","eight_cell_RNA"
"14135",3,"FAM118B","maternal_1C_2C_RNA"
"14136",5,"SRPRA","four_cell_RNA"
"14137",3,"ST3GAL4","maternal_1C_2C_RNA"
"14138",1,"KIRREL3-AS3","ICM_RNA"
"14139",2,"KIRREL3","maternal_oocyte_RNA"
"14140",3,"LOC101929427","maternal_1C_2C_RNA"
"14141",4,"ETS1","hESC_RNA"
"14142",2,"ETS1-AS1","maternal_oocyte_RNA"
"14143",1,"TP53AIP1","ICM_RNA"
"14144",5,"KCNJ1","four_cell_RNA"
"14145",3,"ARHGAP32","maternal_1C_2C_RNA"
"14146",2,"KCNJ5","maternal_oocyte_RNA"
"14147",6,"C11orf45","eight_cell_RNA"
"14148",5,"LOC399975","four_cell_RNA"
"14149",4,"LOC101929538","hESC_RNA"
"14150",6,"FLI1","eight_cell_RNA"
"14151",5,"SENCR","four_cell_RNA"
"14152",1,"BARX2","ICM_RNA"
"14153",2,"TMEM45B","maternal_oocyte_RNA"
"14154",6,"MIR100HG","eight_cell_RNA"
"14155",1,"BLID","ICM_RNA"
"14156",4,"MIR100","hESC_RNA"
"14157",1,"NFRKB","ICM_RNA"
"14158",1,"PRDM10","ICM_RNA"
"14159",5,"LINC00167","four_cell_RNA"
"14160",1,"LOC646383","ICM_RNA"
"14161",4,"ADAMTS8","hESC_RNA"
"14162",1,"C11orf44","ICM_RNA"
"14163",4,"ADAMTS15","hESC_RNA"
"14164",3,"ZBTB44","maternal_1C_2C_RNA"
"14165",3,"ST14","maternal_1C_2C_RNA"
"14166",1,"LOC103611081","ICM_RNA"
"14167",3,"SNX19","maternal_1C_2C_RNA"
"14168",4,"OPCML","hESC_RNA"
"14169",3,"SPATA19","maternal_1C_2C_RNA"
"14170",6,"MIR4697HG","eight_cell_RNA"
"14171",4,"IGSF9B","hESC_RNA"
"14172",3,"LOC100128239","maternal_1C_2C_RNA"
"14173",4,"NTM","hESC_RNA"
"14174",2,"LOC101929653","maternal_oocyte_RNA"
"14175",3,"JAM3","maternal_1C_2C_RNA"
"14176",4,"VPS26B","hESC_RNA"
"14177",1,"NCAPD3","ICM_RNA"
"14178",4,"ACAD8","hESC_RNA"
"14179",4,"GLB1L3","hESC_RNA"
"14180",6,"LOC283177","eight_cell_RNA"
"14181",2,"LOC729305","maternal_oocyte_RNA"
"14182",6,"GLB1L2","eight_cell_RNA"
"14183",6,"THYN1","eight_cell_RNA"
"14184",4,"B3GAT1","hESC_RNA"
"14185",6,"WASH8P","eight_cell_RNA"
"14186",6,"SLC6A12","eight_cell_RNA"
"14187",1,"LOC101929384","ICM_RNA"
"14188",4,"IQSEC3","hESC_RNA"
"14189",2,"LOC574538","maternal_oocyte_RNA"
"14190",1,"SLC6A13","ICM_RNA"
"14191",2,"B4GALNT3","maternal_oocyte_RNA"
"14192",6,"APLP2","eight_cell_RNA"
"14193",5,"RAD52","four_cell_RNA"
"14194",4,"WNK1","hESC_RNA"
"14195",5,"KDM5A","four_cell_RNA"
"14196",1,"CCDC77","ICM_RNA"
"14197",3,"LOC100049716","maternal_1C_2C_RNA"
"14198",5,"FBXL14","four_cell_RNA"
"14199",5,"ADIPOR2","four_cell_RNA"
"14200",2,"WNT5B","maternal_oocyte_RNA"
"14201",3,"LINC00942","maternal_1C_2C_RNA"
"14202",5,"CACNA2D4","four_cell_RNA"
"14203",2,"LRTM2","maternal_oocyte_RNA"
"14204",6,"LINC00940","eight_cell_RNA"
"14205",1,"LOC107984507","ICM_RNA"
"14206",1,"CACNA1C-IT2","ICM_RNA"
"14207",6,"ERC1","eight_cell_RNA"
"14208",4,"DCP1B","hESC_RNA"
"14209",2,"TSPAN9","maternal_oocyte_RNA"
"14210",2,"TEAD4","maternal_oocyte_RNA"
"14211",1,"TULP3","ICM_RNA"
"14212",6,"LOC100128253","eight_cell_RNA"
"14213",4,"CRACR2A","hESC_RNA"
"14214",4,"PRMT8","hESC_RNA"
"14215",2,"THCAT155","maternal_oocyte_RNA"
"14216",5,"PARP11","four_cell_RNA"
"14217",2,"TIGAR","maternal_oocyte_RNA"
"14218",3,"FGF6","maternal_1C_2C_RNA"
"14219",5,"FGF23","four_cell_RNA"
"14220",4,"CCND2","hESC_RNA"
"14221",6,"CACNA1C","eight_cell_RNA"
"14222",1,"CACNA1C-AS2","ICM_RNA"
"14223",2,"CACNA1C-AS1","maternal_oocyte_RNA"
"14224",5,"ITFG2-AS1","four_cell_RNA"
"14225",6,"NRIP2","eight_cell_RNA"
"14226",5,"FOXM1","four_cell_RNA"
"14227",4,"FKBP4","hESC_RNA"
"14228",4,"ITFG2","hESC_RNA"
"14229",1,"TEX52","ICM_RNA"
"14230",4,"RHNO1","hESC_RNA"
"14231",6,"RAD51AP1","eight_cell_RNA"
"14232",3,"DYRK4","maternal_1C_2C_RNA"
"14233",2,"AKAP3","maternal_oocyte_RNA"
"14234",2,"GAU1","maternal_oocyte_RNA"
"14235",4,"NDUFA9","hESC_RNA"
"14236",5,"KCNA1","four_cell_RNA"
"14237",6,"C12orf4","eight_cell_RNA"
"14238",4,"NTF3","hESC_RNA"
"14239",2,"GALNT8","maternal_oocyte_RNA"
"14240",4,"KCNA6","hESC_RNA"
"14241",1,"KCNA5","ICM_RNA"
"14242",3,"LINC02443","maternal_1C_2C_RNA"
"14243",6,"ANO2","eight_cell_RNA"
"14244",6,"VWF","eight_cell_RNA"
"14245",4,"TNFRSF1A","hESC_RNA"
"14246",4,"PLEKHG6","hESC_RNA"
"14247",4,"CD9","hESC_RNA"
"14248",4,"MRPL51","hESC_RNA"
"14249",4,"SCNN1A","hESC_RNA"
"14250",4,"LTBR","hESC_RNA"
"14251",5,"NCAPD2","four_cell_RNA"
"14252",2,"SCARNA10","maternal_oocyte_RNA"
"14253",2,"CD27-AS1","maternal_oocyte_RNA"
"14254",5,"VAMP1","four_cell_RNA"
"14255",2,"CD27","maternal_oocyte_RNA"
"14256",4,"TAPBPL","hESC_RNA"
"14257",4,"GAPDH","hESC_RNA"
"14258",3,"IFFO1","maternal_1C_2C_RNA"
"14259",5,"NOP2","four_cell_RNA"
"14260",6,"ACRBP","eight_cell_RNA"
"14261",4,"ING4","hESC_RNA"
"14262",4,"LPAR5","hESC_RNA"
"14263",4,"PIANP","hESC_RNA"
"14264",5,"ZNF384","four_cell_RNA"
"14265",5,"COPS7A","four_cell_RNA"
"14266",4,"MLF2","hESC_RNA"
"14267",4,"CHD4","hESC_RNA"
"14268",4,"SCARNA11","hESC_RNA"
"14269",4,"PTMS","hESC_RNA"
"14270",1,"GPR162","ICM_RNA"
"14271",4,"LAG3","hESC_RNA"
"14272",4,"P3H3","hESC_RNA"
"14273",6,"CD4","eight_cell_RNA"
"14274",6,"GNB3","eight_cell_RNA"
"14275",4,"CDCA3","hESC_RNA"
"14276",4,"USP5","hESC_RNA"
"14277",2,"ENO2","maternal_oocyte_RNA"
"14278",2,"ATN1","maternal_oocyte_RNA"
"14279",5,"LRRC23","four_cell_RNA"
"14280",2,"TPI1","maternal_oocyte_RNA"
"14281",4,"SPSB2","hESC_RNA"
"14282",2,"RPL13P5","maternal_oocyte_RNA"
"14283",1,"DSTNP2","ICM_RNA"
"14284",4,"C12orf57","hESC_RNA"
"14285",2,"RNU7-1","maternal_oocyte_RNA"
"14286",6,"PTPN6","eight_cell_RNA"
"14287",2,"C1R","maternal_oocyte_RNA"
"14288",4,"C1S","hESC_RNA"
"14289",4,"RBP5","hESC_RNA"
"14290",4,"C1RL","hESC_RNA"
"14291",4,"C1RL-AS1","hESC_RNA"
"14292",4,"PHB2","hESC_RNA"
"14293",2,"SCARNA12","maternal_oocyte_RNA"
"14294",4,"MIR200CHG","hESC_RNA"
"14295",2,"MIR200C","maternal_oocyte_RNA"
"14296",4,"MIR141","hESC_RNA"
"14297",4,"EMG1","hESC_RNA"
"14298",2,"LPCAT3","maternal_oocyte_RNA"
"14299",3,"CLSTN3","maternal_1C_2C_RNA"
"14300",5,"CD163","four_cell_RNA"
"14301",2,"ACSM4","maternal_oocyte_RNA"
"14302",3,"CD163L1","maternal_1C_2C_RNA"
"14303",2,"APOBEC1","maternal_oocyte_RNA"
"14304",2,"GDF3","maternal_oocyte_RNA"
"14305",1,"DPPA3","ICM_RNA"
"14306",5,"NANOGNB","four_cell_RNA"
"14307",5,"SLC2A3","four_cell_RNA"
"14308",6,"CLEC4C","eight_cell_RNA"
"14309",2,"NANOG","maternal_oocyte_RNA"
"14310",5,"SLC2A14","four_cell_RNA"
"14311",5,"FOXJ2","four_cell_RNA"
"14312",6,"C3AR1","eight_cell_RNA"
"14313",1,"FAM66C","ICM_RNA"
"14314",3,"ZNF705A","maternal_1C_2C_RNA"
"14315",6,"NECAP1","eight_cell_RNA"
"14316",6,"CLEC4A","eight_cell_RNA"
"14317",4,"POU5F1P3","hESC_RNA"
"14318",3,"FAM90A1","maternal_1C_2C_RNA"
"14319",6,"FAM86FP","eight_cell_RNA"
"14320",3,"LINC02449","maternal_1C_2C_RNA"
"14321",6,"LINC00937","eight_cell_RNA"
"14322",2,"CLEC4E","maternal_oocyte_RNA"
"14323",2,"CLEC6A","maternal_oocyte_RNA"
"14324",2,"CLEC4D","maternal_oocyte_RNA"
"14325",2,"AICDA","maternal_oocyte_RNA"
"14326",3,"A2ML1","maternal_1C_2C_RNA"
"14327",6,"MFAP5","eight_cell_RNA"
"14328",5,"LINC00612","four_cell_RNA"
"14329",2,"RIMKLB","maternal_oocyte_RNA"
"14330",6,"KLRG1","eight_cell_RNA"
"14331",4,"PHC1","hESC_RNA"
"14332",4,"M6PR","hESC_RNA"
"14333",6,"A2M-AS1","eight_cell_RNA"
"14334",1,"A2M","ICM_RNA"
"14335",2,"PZP","maternal_oocyte_RNA"
"14336",3,"DDX12P","maternal_1C_2C_RNA"
"14337",5,"KLRB1","four_cell_RNA"
"14338",6,"LOC642846","eight_cell_RNA"
"14339",2,"OVOS","maternal_oocyte_RNA"
"14340",6,"PEX5","eight_cell_RNA"
"14341",2,"CLECL1","maternal_oocyte_RNA"
"14342",5,"CLEC2B","four_cell_RNA"
"14343",3,"CD69","maternal_1C_2C_RNA"
"14344",5,"CLEC2D","four_cell_RNA"
"14345",3,"LINC02367","maternal_1C_2C_RNA"
"14346",2,"LOC728715","maternal_oocyte_RNA"
"14347",1,"LOC374443","ICM_RNA"
"14348",6,"LOC105369728","eight_cell_RNA"
"14349",5,"CLEC1B","four_cell_RNA"
"14350",2,"CLEC12A","maternal_oocyte_RNA"
"14351",6,"CLEC9A","eight_cell_RNA"
"14352",2,"CLEC1A","maternal_oocyte_RNA"
"14353",1,"LINC02617","ICM_RNA"
"14354",6,"CLEC7A","eight_cell_RNA"
"14355",6,"KLRD1","eight_cell_RNA"
"14356",1,"LOC101928100","ICM_RNA"
"14357",6,"KLRK1","eight_cell_RNA"
"14358",6,"KLRC4-KLRK1","eight_cell_RNA"
"14359",1,"KLRC4","ICM_RNA"
"14360",5,"GABARAPL1","four_cell_RNA"
"14361",2,"KLRC1","maternal_oocyte_RNA"
"14362",2,"OLR1","maternal_oocyte_RNA"
"14363",5,"TMEM52B","four_cell_RNA"
"14364",4,"EIF2S3B","hESC_RNA"
"14365",2,"KLRA1P","maternal_oocyte_RNA"
"14366",2,"TAS2R7","maternal_oocyte_RNA"
"14367",6,"LINC02446","eight_cell_RNA"
"14368",4,"YBX3","hESC_RNA"
"14369",4,"MAGOHB","hESC_RNA"
"14370",2,"TAS2R8","maternal_oocyte_RNA"
"14371",6,"STYK1","eight_cell_RNA"
"14372",2,"TAS2R42","maternal_oocyte_RNA"
"14373",4,"PRB3","hESC_RNA"
"14374",2,"TAS2R10","maternal_oocyte_RNA"
"14375",1,"PRB4","ICM_RNA"
"14376",6,"LINC01252","eight_cell_RNA"
"14377",4,"PRB1","hESC_RNA"
"14378",5,"PRB2","four_cell_RNA"
"14379",4,"BCL2L14","hESC_RNA"
"14380",4,"ETV6","hESC_RNA"
"14381",3,"LRP6","maternal_1C_2C_RNA"
"14382",6,"MANSC1","eight_cell_RNA"
"14383",3,"LOH12CR2","maternal_1C_2C_RNA"
"14384",2,"DUSP16","maternal_oocyte_RNA"
"14385",3,"BORCS5","maternal_1C_2C_RNA"
"14386",4,"CDKN1B","hESC_RNA"
"14387",1,"GPR19","ICM_RNA"
"14388",6,"CREBL2","eight_cell_RNA"
"14389",2,"APOLD1","maternal_oocyte_RNA"
"14390",2,"GPRC5A","maternal_oocyte_RNA"
"14391",5,"DDX47","four_cell_RNA"
"14392",5,"RPL13AP20","four_cell_RNA"
"14393",2,"EMP1","maternal_oocyte_RNA"
"14394",2,"LINC01559","maternal_oocyte_RNA"
"14395",4,"GSG1","hESC_RNA"
